date,actual,mean,naive,seasonal_naive,drift,sarima,sarimax_temp,sarimax_temp_holiday,feature_model,random_forest,bayesian,lstm
2018-10-14,55.85641666666667,55.97613470853859,54.283928571428575,56.34609523809524,54.332247602513235,58.11316864579855,58.15937340252226,57.22800682779556,56.34669386714679,55.95894364880956,56.28636811059862,50.78258972650045
2018-10-21,55.73739285714286,55.97613470853859,54.283928571428575,56.5485,54.38056663359789,58.108096827148216,58.03020097224185,57.654740266920676,56.05044539617704,56.19486020238097,56.707287783088276,52.13356172635575
2018-10-28,58.70863392857142,55.97613470853859,54.283928571428575,57.698529761904766,54.42888566468255,58.01327117582396,58.53223858111273,58.691439416739556,58.56912336595234,57.57407027976191,57.59960429038999,52.49771321410698
2018-11-04,55.92933928571429,55.97613470853859,54.283928571428575,53.69830952380953,54.4772046957672,55.84281519211866,56.71754223073908,56.301097780228524,55.44423370656064,54.89899490476191,57.727570783372364,52.61094921074879
2018-11-11,58.15539285714286,55.97613470853859,54.283928571428575,59.19413690476191,54.52552372685186,60.93592201924144,59.552893511650936,59.20803414265608,58.714565040374545,58.1646367142858,57.83333680846304,52.5467080669239
2018-11-18,59.68481547619048,55.97613470853859,54.283928571428575,59.97976190476191,54.57384275793651,61.41863424794007,61.69170770181341,60.59293360760512,59.073308101253794,59.07827873214299,60.27930587752008,52.47067570944749
2018-11-25,61.54408333333334,55.97613470853859,54.283928571428575,60.68960714285714,54.62216178902117,61.63557895683516,61.928681198068205,62.069347796151575,61.93489333045492,60.23282583928581,61.1379630053076,52.465100010476895
2018-12-02,62.38477380952381,55.97613470853859,54.283928571428575,61.9493630952381,54.67048082010582,62.97932577264148,62.827443918206626,62.83114585010808,62.073908846695915,61.23502320238113,62.57908836715682,52.48944884208946
2018-12-09,62.30941071428571,55.97613470853859,54.283928571428575,63.12271428571429,54.71879985119048,63.91108978026661,62.64670741711944,63.22390169445162,60.27927548838213,59.780140761904704,62.014463087006696,52.51314431039751
2018-12-16,63.2360119047619,55.97613470853859,54.283928571428575,62.709113095238095,54.767118882275135,63.358606722471116,62.5141108881655,63.56191616147642,62.536775388719825,61.895966244047834,62.66532888636676,52.53560237220602
2018-12-23,59.46742261904762,55.97613470853859,54.283928571428575,58.01036904761905,54.815437913359794,58.952903729685424,58.289376612269365,58.862680568979755,60.4241246337102,60.027016488095484,60.94738122726841,52.56619158023655
2018-12-30,49.06395833333334,55.97613470853859,54.283928571428575,48.21619642857143,54.86375694444445,49.79211845565142,49.93207089592156,48.897595536087955,54.71854348202742,50.55392032142833,52.99539033195505,52.61850371017447
2019-01-06,53.785875,55.97613470853859,54.283928571428575,54.82599404761905,54.912075975529106,57.87252370410818,58.958619585857264,56.09933799863143,53.29179777208128,54.624559916666776,54.46821740985595,52.70946476798412
2019-01-13,62.34131547619048,55.97613470853859,54.283928571428575,60.03870833333334,54.96039500661376,62.310489109639164,62.671151306473746,60.428133923842,59.20097696129203,58.657440071428596,59.73178386100545,52.858667671194766
2019-01-20,62.42041071428572,55.97613470853859,54.283928571428575,61.87499404761905,55.00871403769842,63.604245349841946,63.28969389850768,62.49602517588271,62.117551341414,61.61990077976193,62.67137559426747,53.12923682762657
2019-01-27,63.60064285714285,55.97613470853859,54.283928571428575,60.13630357142857,55.05703306878307,62.689263007961245,64.75707946845667,62.555846114343595,62.19371307160529,61.58732513690485,62.85424545202269,53.58518028209661
2019-02-03,62.084172619047614,55.97613470853859,54.283928571428575,60.80175595238095,55.10535209986773,62.278617077931465,62.778113820317415,62.19180315370008,62.15602032084844,61.34964608333353,63.11189361107929,53.87867632517557
2019-02-10,62.36006547619048,55.97613470853859,54.283928571428575,61.24060119047619,55.15367113095238,62.80389350657122,61.855133461160605,60.90142079261162,59.93261001122585,59.78173683333337,61.353596682644806,54.0318777456006
2019-02-17,60.81628571428572,55.97613470853859,54.283928571428575,60.7431011904762,55.20199016203704,62.110248714609114,61.50862965450994,60.73598499152394,60.45399121329842,59.63883957142865,61.19043717850293,54.137864925169325
2019-02-24,59.46981547619048,55.97613470853859,54.283928571428575,60.676369047619055,55.250309193121694,61.83305462560349,62.01788592388026,60.38719118620404,59.81731689673528,60.07151161904762,60.96934506739152,54.22215845661204
2019-03-03,58.48464880952381,55.97613470853859,54.283928571428575,63.459208333333336,55.298628224206354,62.82175043122039,60.674612233983936,61.55184237910138,59.50110283908546,58.893606458333416,60.92563789504677,54.288498026157846
2019-03-10,58.98054761904762,55.97613470853859,54.283928571428575,59.20167261904761,55.346947255291006,60.38474813643372,59.70468565116333,59.18792209458069,58.89273246358153,58.24527890476199,58.854541301302525,54.33893933674951
2019-03-17,60.079071428571424,55.97613470853859,54.283928571428575,60.84568452380953,55.395266286375666,60.88482595508519,59.54852137331261,60.73025532869159,60.09021237848609,58.69327400595241,59.90423363264037,54.37609090962575
2019-03-24,57.6696130952381,55.97613470853859,54.283928571428575,60.76349107142857,55.44358531746032,60.54864362125086,58.97753638557854,60.18627447714246,60.634404311456414,58.808908714285685,59.63624795208812,54.40275357912133
2019-03-31,56.75513392857143,55.97613470853859,54.283928571428575,55.464863095238094,55.49190434854498,56.692462169020054,57.551642671212505,57.20370899221036,56.644742300904284,55.912778369047764,57.38281390162153,54.42149554521521
2019-04-07,56.44463095238096,55.97613470853859,54.283928571428575,54.53230952380952,55.54022337962964,56.17821296881838,56.37598728642921,56.77116414039458,56.06228007047869,55.50900831547622,57.02269215158936,54.43444896229602
2019-04-14,56.744,55.97613470853859,54.283928571428575,56.10604166666667,55.58854241071429,56.10543062258439,55.74575413070353,58.40484573554061,56.002181345414066,55.81767360119061,58.01035958107837,54.44327681547206
2019-04-21,51.76682142857143,55.97613470853859,54.283928571428575,54.416821428571424,55.63686144179895,55.55946020885399,54.42475066663653,53.933704144904326,53.45671792973491,54.60409004166663,54.37173327936739,54.44921998515505
2019-04-28,52.24194047619048,55.97613470853859,54.283928571428575,55.363214285714285,55.6851804728836,56.956871739449674,56.10542115626976,54.3936054289327,53.64865663920905,54.444449142857096,52.609586245832475,54.45317793661916
2019-05-05,53.11214880952381,55.97613470853859,54.283928571428575,52.78105952380953,55.73349950396826,54.53210009368064,55.64224374510617,54.24761528640029,53.23209210298149,53.88451726785705,53.6530136238818,54.45578794607776
2019-05-12,56.03967857142858,55.97613470853859,54.283928571428575,52.856226190476185,55.78181853505291,54.87484009657878,55.925268016166775,55.69260941499717,55.112071664013506,54.14930355952381,55.41051482541636,54.45749333397974
2019-05-19,55.30285714285715,55.97613470853859,54.283928571428575,55.42459523809524,55.83013756613757,56.24239299202446,56.68571591618085,56.78209664244635,55.384055532872566,55.53855792857144,56.73283302345651,54.45859833560152
2019-05-26,54.92847619047619,55.97613470853859,54.283928571428575,53.58341666666667,55.878456597222225,53.809200300977,52.665031402503686,55.345232048335,54.55681336857311,54.49243067857149,54.90352189132542,54.45930708315248
2019-06-02,51.30465476190477,55.97613470853859,54.283928571428575,53.997101190476194,55.926775628306885,55.26841302939895,55.33889780718426,52.03381149968976,53.6269862021585,54.071067386904744,53.55630360547114,54.45975903196948
2019-06-09,54.59050595238095,55.97613470853859,54.283928571428575,56.426613095238096,55.97509465939154,55.84433738250781,54.62790885470251,57.37698433671946,55.383691375283476,55.16255247619052,55.37791009988479,54.46004454254115
2019-06-16,52.23810119047619,55.97613470853859,54.283928571428575,55.9321011904762,56.0234136904762,55.891174596477995,55.25479872033205,55.61088727536899,53.66864784941666,54.51943591071432,54.160705840620416,54.46022313532944
2019-06-23,52.54132142857144,55.97613470853859,54.283928571428575,56.29683928571429,56.07173272156085,57.28150712970412,57.4873188795749,57.848106563833646,54.98476396114432,55.0455300833334,54.88085185024835,54.46033410966862
2019-06-30,55.92536904761904,55.97613470853859,54.283928571428575,55.67788690476191,56.12005175264551,56.54435536072771,57.29671168891251,57.66758171417444,55.59432065987002,55.053442904762,55.4689902362791,54.4604028425843
2019-07-07,55.20976785714286,55.97613470853859,54.283928571428575,55.967059523809525,56.16837078373016,56.81830384744096,56.536430901803975,56.20142448667812,55.509345117395405,55.559245446428676,55.83562122401127,54.46044428343757
2019-07-14,53.92491071428572,55.97613470853859,54.283928571428575,53.89804761904762,56.21668981481482,55.48067353964137,56.01670034255735,54.60301348091604,54.04107665834476,54.50398330952386,54.95118863284524,54.460469424752525
2019-07-21,53.50618452380953,55.97613470853859,54.283928571428575,53.45014880952381,56.26500884589947,55.06765452277313,55.54777728305614,54.01950320449636,54.70231676784168,54.38691476190473,54.554757716856315,54.460484076751634
2019-07-28,54.2086130952381,55.97613470853859,54.283928571428575,55.088363095238094,56.31332787698413,55.616559539835926,55.7151369733753,55.8266667471662,55.28296836198194,55.17399756547627,55.336085018751035,54.460492374817264
2019-08-04,52.41959523809524,55.97613470853859,54.283928571428575,54.97529166666667,56.361646908068785,55.44363360777775,54.76648235680338,54.88937554064531,54.90383730971789,55.1871187202382,54.961408271562334,54.46049712786661
2019-08-11,52.00395833333334,55.97613470853859,54.283928571428575,54.31169642857143,56.409965939153444,54.783101164146196,54.3810196012752,54.703725726468065,54.159735118071495,54.34349002380957,54.16870425400566,54.46050018941333
2019-08-18,51.15913690476191,55.97613470853859,54.283928571428575,53.28626785714286,56.4582849702381,54.19076789425395,53.88940393899587,53.338326278085134,53.98710191872906,53.92555699404764,53.79249116919285,54.46050231491065
2019-08-25,51.81839285714285,55.97613470853859,54.283928571428575,54.66097023809524,56.506604001322756,55.153677564948275,54.86436575188568,55.5974404785864,54.78703349080308,54.523550166666745,53.70616668763989,54.46050300960977
2019-09-01,54.1173630952381,55.97613470853859,54.283928571428575,54.58710714285714,56.55492303240741,55.24318505363916,55.62011296734528,56.73607253372253,54.841358656282004,54.518874613095356,54.587208297402235,54.46050368982531
2019-09-08,52.440148809523805,55.97613470853859,54.283928571428575,54.89363095238096,56.60324206349207,55.72683529096935,55.45227695986484,55.0658565965087,55.12854114024099,55.06565699404777,54.86837572899619,54.46050427121926
2019-09-15,53.34681547619047,55.97613470853859,54.283928571428575,55.13277380952381,56.65156109457672,56.37131132150666,56.27187288141019,55.606190171983215,55.134346101453325,55.06329181547634,54.460695286724125,54.46050452795031
2019-09-22,53.213166666666666,55.97613470853859,54.283928571428575,56.58291666666667,56.69988012566138,56.947655188976356,56.117303557730736,56.68598477782014,56.74312171147484,56.59434438690495,55.64356785146962,54.46050441695227
2019-09-29,54.79591666666666,55.97613470853859,54.283928571428575,56.128845238095245,56.74819915674604,56.96707336044533,56.45161011535628,56.13689098639398,55.089218104650705,55.20353365476201,54.62046974107703,54.460503890801
2019-10-06,52.33805952380952,55.97613470853859,54.283928571428575,54.283928571428575,56.79651818783069,55.381637621378225,55.57781111881423,55.2397346716853,54.20175098072364,54.42296589285714,54.23375495651373,54.46050367162471
2019-10-13,55.81184523809524,55.97613470853859,54.283928571428575,56.34609523809524,56.84483721891535,58.77933149315292,58.63402113015008,58.275185986823,56.308806610735374,55.57806480952394,55.79178631121503,54.46050343758031
2019-10-20,56.13758928571429,55.97613470853859,54.283928571428575,56.5485,56.893156250000004,58.86732919732964,58.28324092830719,58.117473891821305,56.23426994496572,55.808223464285824,55.9093491999138,54.46050334491104
2019-10-27,56.4873869047619,55.97613470853859,54.283928571428575,57.698529761904766,56.941475281084664,59.2666137133869,58.85111488726736,58.604083646248824,58.036082815154806,57.45507139880971,56.70103542226087,54.46050335183239
2019-11-03,55.03985119047619,55.97613470853859,54.283928571428575,53.69830952380953,56.989794312169316,56.40398653373925,56.41522252538501,57.61203100505734,56.43898900617893,55.7123936130954,58.55695765855679,54.46050338759274
2019-11-10,58.13373214285715,55.97613470853859,54.283928571428575,59.19413690476191,57.038113343253976,61.627256742267384,60.72715939881705,60.44212897940796,58.30897991932122,57.59640532738105,58.053511497651265,54.46050378249458
2019-11-17,59.12172023809524,55.97613470853859,54.283928571428575,59.97976190476191,57.08643237433863,62.22659319003859,62.0619640393655,61.730840598100734,59.496557424181134,58.46994469642867,59.97238382475546,54.46050416598899
2019-11-24,59.73020238095239,55.97613470853859,54.283928571428575,60.68960714285714,57.13475140542329,62.613559283399475,62.069022455763324,61.866376555508545,60.07372653781203,58.822833535714324,59.84897510289146,54.46050411074632
2019-12-01,59.83957142857143,55.97613470853859,54.283928571428575,61.9493630952381,57.18307043650794,63.92850259117754,63.045960091683156,62.93637948806735,60.04519166976855,59.13548409523816,61.31612274957103,54.46050378762151
2019-12-08,61.04844047619048,55.97613470853859,54.283928571428575,63.12271428571429,57.2313894675926,64.94469045089535,64.76140703719342,64.53138173041245,60.30971584357072,59.963179946428596,61.14801624855391,54.460503530762274
2019-12-15,61.253613095238094,55.97613470853859,54.283928571428575,62.709113095238095,57.27970849867725,64.44085540963448,63.971100754345656,63.87258186971428,60.74318683836206,59.635257321428604,61.648062000146325,54.46050383645553
2019-12-22,56.85532738095238,55.97613470853859,54.283928571428575,58.01036904761905,57.32802752976191,59.932567953313004,59.12740573996626,59.126749054591,60.598181814272984,59.99351909523806,59.785358319361116,54.46050426186261
2019-12-29,46.50439880952381,55.97613470853859,54.283928571428575,48.21619642857143,57.376346560846564,50.55007281954927,50.38739226688474,50.01282780670302,52.0458645249737,50.912499660714175,52.90926929527494,54.46050474443497
2020-01-05,50.1486130952381,55.97613470853859,54.283928571428575,54.82599404761905,57.42466559193122,58.11570415550499,57.617637665738314,56.93418904871406,52.36129513377578,53.1161810595238,53.28176020432521,54.46050427647436
2020-01-12,59.06205952380952,55.97613470853859,54.283928571428575,60.03870833333334,57.472984623015876,62.82486380271237,61.00114266925003,60.77359637143703,57.842163668384096,58.860308916666625,58.653448994087,54.46050432210404
2020-01-19,60.36541666666666,55.97613470853859,54.283928571428575,61.87499404761905,57.521303654100535,64.30852776082054,62.48605679908569,62.4015654969542,59.72157941389152,59.62478682738078,60.24727009980511,54.46050423007564
2020-01-26,60.88328571428571,55.97613470853859,54.283928571428575,60.13630357142857,57.56962268518519,63.10521352715626,63.09120809371013,62.54626755949866,62.04636526952833,61.17813670238098,62.093540081083425,54.4605042293066
2020-02-02,60.84874404761905,55.97613470853859,54.283928571428575,60.80175595238095,57.61794171626985,63.07124648874058,61.89364201877319,61.739233459495836,60.03306656277899,59.88405319047605,60.90083082028538,54.46050374827232
2020-02-09,60.264053571428576,55.97613470853859,54.283928571428575,61.24060119047619,57.6662607473545,63.566268428100166,61.38494985393612,61.357899695498546,59.73514807337619,59.83093393452377,60.65588565966941,54.460503057931085
2020-02-16,60.84502976190476,55.97613470853859,54.283928571428575,60.7431011904762,57.71457977843916,62.94128242155901,61.39606724612281,61.28637089946135,59.11989905983928,59.74209051785704,59.50868953565199,54.46050299858687
2020-02-23,59.78565476190476,55.97613470853859,54.283928571428575,60.676369047619055,57.76289880952382,62.7377587138875,60.761421894103364,60.68459038591318,59.215931468854244,59.66160195833327,59.098339409828384,54.4605033738782
2020-03-01,58.899166666666666,55.97613470853859,54.283928571428575,63.459208333333336,57.81121784060847,64.35447890457998,62.247429216557435,62.49999486908712,58.69817762761777,59.09372050000019,59.02220253619862,54.46050319135946
2020-03-08,58.70089285714285,55.97613470853859,54.283928571428575,59.20167261904761,57.85953687169312,61.28021465500546,60.72818117681114,60.47698397876775,59.86997896524869,59.19496728571443,58.98985948287958,54.46050322224922
2020-03-15,58.533898809523805,55.97613470853859,54.283928571428575,60.84568452380953,57.90785590277778,62.18071669221622,61.41335339344711,61.41414471066396,59.12167810307894,58.939281559523735,59.00512958881726,54.46050348410721
2020-03-22,55.367744047619055,55.97613470853859,54.283928571428575,60.76349107142857,57.95617493386244,61.93344096638816,60.992797051149026,61.04345834222325,58.83644431447916,58.33841364880948,58.25996780995685,54.46050354998827
2020-03-29,53.44269642857142,55.97613470853859,54.283928571428575,55.464863095238094,58.004493964947095,57.57234360231984,57.54256812334444,58.73147964202538,58.175743530756,58.46999226190485,57.62780896351958,54.460503612793175
2020-04-05,52.88700595238095,55.97613470853859,54.283928571428575,54.53230952380952,58.052812996031754,56.911670580149455,57.74446523634654,58.799002156370925,56.81988857193443,55.673150720238155,57.51726867608154,54.46050342386577
2020-04-12,47.28495238095238,55.97613470853859,54.283928571428575,56.10604166666667,58.10113202711641,57.41523636939502,58.15284478069194,56.3501147095156,55.580282163027256,57.42206217857134,53.55851076368432,54.46050334696181
2020-04-19,47.36902976190476,55.97613470853859,54.283928571428575,54.416821428571424,58.149451058201066,56.46908125700234,57.172507895678045,55.12902045985189,52.03915666511637,52.948793809523885,50.89056800807771,54.460503186617046
2020-04-26,50.182625,55.97613470853859,54.283928571428575,55.363214285714285,58.19777008928572,57.708617607492876,57.355543820146934,57.03988355656451,53.54514572115683,53.09699813095234,52.63387519655246,54.46050328877114
2020-05-03,48.16629761904762,55.97613470853859,54.283928571428575,52.78105952380953,58.24608912037038,55.22875536510792,54.74515005337845,54.365884720030536,52.310106730479234,53.218098857142884,51.448314635174064,54.46050366701046
2020-05-10,49.573148809523815,55.97613470853859,54.283928571428575,52.856226190476185,58.29440815145503,55.477833639267686,55.43734533532934,56.289195335937826,55.07194824105543,55.094847708333354,54.047911593183976,54.46050357203407
2020-05-17,50.93186309523809,55.97613470853859,54.283928571428575,55.42459523809524,58.34272718253969,57.26572182780931,58.37194165863853,57.792753965700996,55.80622808472194,55.17793364285714,55.05069354038802,54.46050355575606
2020-05-24,47.449642857142855,55.97613470853859,54.283928571428575,53.58341666666667,58.39104621362434,55.03975855155326,54.85456722120312,54.240039934665454,53.663943207594855,54.41288539880953,51.7920630387131,54.46050358690216
2020-05-31,49.57216666666667,55.97613470853859,54.283928571428575,53.997101190476194,58.439365244709,56.13299318788306,55.20506604954784,54.10870761460416,54.36536233876807,53.7754261309524,51.92045755008957,54.46050337259647
2020-06-07,48.72614880952381,55.97613470853859,54.283928571428575,56.426613095238096,58.487684275793654,57.35774980844014,57.28292705987476,55.19358538596482,53.10255205277074,53.77765455357146,51.77267366052743,54.46050349013136
2020-06-14,48.227113095238096,55.97613470853859,54.283928571428575,55.9321011904762,58.536003306878314,57.21509245234009,57.407433659994496,57.29496251574232,54.18276443804492,53.38997963095244,52.19870888376863,54.46050368944079
2020-06-21,49.817077380952384,55.97613470853859,54.283928571428575,56.29683928571429,58.584322337962966,58.24642453582289,58.07399583944802,57.975450723437916,53.78355608636784,53.45167302976197,52.1837808759964,54.46050349243848
2020-06-28,50.46910119047619,55.97613470853859,54.283928571428575,55.67788690476191,58.632641369047626,57.55064743883013,57.92209229181206,57.9998412539869,54.64704263789609,54.80769825000007,53.69588984334699,54.46050315649634
2020-07-05,51.4406130952381,55.97613470853859,54.283928571428575,55.967059523809525,58.68096040013228,57.829925001201886,57.730605820977786,57.499842347389404,54.59071573524549,54.78817088690483,53.41042770339744,54.46050339553948
2020-07-12,51.290238095238095,55.97613470853859,54.283928571428575,53.89804761904762,58.72927943121694,56.23628090031023,55.705395870455874,55.13958594697228,53.80063477269847,53.71399674404776,53.14470055384934,54.460503419892405
2020-07-19,50.88055952380952,55.97613470853859,54.283928571428575,53.45014880952381,58.77759846230159,55.81105251413722,55.09849406582621,54.393218123822564,53.647050255238334,53.65865683333346,52.726163231713016,54.46050328697672
2020-07-26,50.47719642857143,55.97613470853859,54.283928571428575,55.088363095238094,58.82591749338625,56.74126080554559,56.06935411130748,55.56211261975168,53.88061599550126,53.9779383750001,52.867290693710196,54.46050328697672
2020-08-02,50.060619047619056,55.97613470853859,54.283928571428575,54.97529166666667,58.8742365244709,56.58928642399802,55.88373906110713,55.59543928943952,53.501933601806215,53.375916684523894,52.450463092096996,54.46050335478038
2020-08-09,49.43035714285714,55.97613470853859,54.283928571428575,54.31169642857143,58.92255555555556,55.92768187569311,55.957001692725534,55.66878644089773,53.301491078457744,53.39633698214297,52.53034866827741,54.46050325044733
2020-08-16,52.06725,55.97613470853859,54.283928571428575,53.28626785714286,58.97087458664022,55.18374734679026,55.54996760312381,55.26873627117807,53.328947113534696,53.47470192261915,51.74862814982972,54.46050347898028
2020-08-23,51.879398809523806,55.97613470853859,54.283928571428575,54.66097023809524,59.01919361772487,56.29080148893246,56.8163575611229,56.851123139309124,53.70371620058927,53.44244108333344,52.49801948371967,54.46050349500194
2020-08-30,51.65554761904762,55.97613470853859,54.283928571428575,54.58710714285714,59.067512648809526,56.32312251976736,56.2518440713148,56.06083667143635,53.89146497248691,54.02791620833349,52.622785929301244,54.46050352678891
2020-09-06,51.62144642857143,55.97613470853859,54.283928571428575,54.89363095238096,59.115831679894185,56.744771185239706,56.38859256748475,55.77784003687153,53.75379616177059,53.54756436904776,52.52210897404109,54.46050343719579
2020-09-13,51.516375,55.97613470853859,54.283928571428575,55.13277380952381,59.164150710978845,57.24736384925842,56.8747706783491,56.45199233220904,53.5646128390787,53.56279597619062,52.532217105074636,54.46050350435858
2020-09-20,52.16498214285715,55.97613470853859,54.283928571428575,56.58291666666667,59.2124697420635,58.12957348457813,57.995673689796874,57.71456837905894,53.95125338508163,53.547414952381075,52.70832104119527,54.46050348000566
2020-09-27,53.39059523809525,55.97613470853859,54.283928571428575,56.128845238095245,59.26078877314816,57.98325072272384,57.51884153425843,57.46219991677661,55.254478502476665,54.99947502976201,53.621240807714486,54.46050360061671
2020-10-04,56.96437837837839,55.97613470853859,54.283928571428575,54.283928571428575,59.30910780423281,56.30698593246687,55.5624243586688,55.40581577620789,52.21130941453147,53.37973921428578,50.86889123631673,58.22969806000206
